,hp_metric,lr-Adam,train_loss,epoch,validation_loss,test_loss,hp_metric,lr-Adam,train_loss,epoch,validation_loss,test_loss,hp_metric,lr-Adam,train_loss,epoch,validation_loss,test_loss
,mean,mean,mean,mean,mean,mean,min,min,min,min,min,min,max,max,max,max,max,max
step,,,,,,,,,,,,,,,,,,
0,-1.0,0.0010000000474974513,,,,,-1.0,0.0010000000474974513,,,,,-1.0,0.0010000000474974513,,,,
797,,,28.88990707397461,79.0,,,,,27.512813568115234,79.0,,,,,30.937414169311523,79.0,,
799,,,,79.0,34.19749755859375,,,,,79.0,32.719844818115234,,,,,79.0,35.41692352294922,
800,,6.399999989525896e-07,,,,,,1.0000000116860974e-07,,,,,,9.999999974752427e-07,,,,
804,,,18.504936981201173,80.0,,,,,15.418281555175781,80.0,,,,,20.331451416015625,80.0,,
809,,,,80.0,33.860711669921876,,,,,80.0,32.61146926879883,,,,,80.0,35.25926208496094,
810,,6.399999989525896e-07,,,,,,1.0000000116860974e-07,,,,,,9.999999974752427e-07,,,,
811,,,21.668607711791992,81.0,,,,,20.639318466186523,81.0,,,,,22.895360946655273,81.0,,
818,,,25.73829460144043,81.0,,,,,21.879045486450195,81.0,,,,,27.576019287109375,81.0,,
819,,,,81.0,33.93147583007813,,,,,81.0,33.13519287109375,,,,,81.0,34.69547653198242,
820,,6.399999989525896e-07,,,,,,1.0000000116860974e-07,,,,,,9.999999974752427e-07,,,,
825,,,23.140922164916994,82.0,,,,,19.556503295898438,82.0,,,,,24.989261627197266,82.0,,
829,,,,82.0,32.956259155273436,,,,,82.0,32.11412048339844,,,,,82.0,33.649417877197266,
830,,6.399999989525896e-07,,,,,,1.0000000116860974e-07,,,,,,9.999999974752427e-07,,,,
832,,,41.09882507324219,83.0,,,,,38.755043029785156,83.0,,,,,43.11793518066406,83.0,,
839,,,22.884346771240235,83.0,33.54351806640625,,,,20.860483169555664,83.0,32.843170166015625,,,,24.467016220092773,83.0,34.459800720214844,
840,,6.399999989525896e-07,,,,,,1.0000000116860974e-07,,,,,,9.999999974752427e-07,,,,
846,,,35.16604461669922,84.0,,,,,33.95637130737305,84.0,,,,,36.29459762573242,84.0,,
849,,,,84.0,33.98631744384765,,,,,84.0,33.03683853149414,,,,,84.0,35.173221588134766,
850,,4.5999999969126294e-07,,,,,,1.0000000116860974e-07,,,,,,9.999999974752427e-07,,,,
853,,,20.43831024169922,85.0,,,,,18.32461929321289,85.0,,,,,22.197254180908203,85.0,,
859,,,,85.0,33.63059539794922,,,,,85.0,32.595333099365234,,,,,85.0,34.58891296386719,
860,,4.5999999969126294e-07,43.84162979125976,86.0,,,,1.0000000116860974e-07,43.09552001953125,86.0,,,,9.999999974752427e-07,44.37945556640625,86.0,,
867,,,27.890692901611327,86.0,,,,,24.92283058166504,86.0,,,,,30.08720588684082,86.0,,
869,,,,86.0,33.37744140625,,,,,86.0,32.325923919677734,,,,,86.0,34.643394470214844,
870,,4.5999999969126294e-07,,,,,,1.0000000116860974e-07,,,,,,9.999999974752427e-07,,,,
874,,,24.314416885375977,87.0,,,,,22.065597534179688,87.0,,,,,26.773468017578125,87.0,,
879,,,,87.0,32.43843154907226,,,,,87.0,31.580963134765625,,,,,87.0,33.88510513305664,
880,,1.0000000116860974e-07,,,,,,1.0000000116860974e-07,,,,,,1.0000000116860974e-07,,,,
881,,,12.151589393615723,88.0,,,,,10.242002487182617,88.0,,,,,13.529960632324219,88.0,,
888,,,24.538591384887695,88.0,,,,,22.885025024414062,88.0,,,,,25.266862869262695,88.0,,
889,,,,88.0,33.77027206420898,,,,,88.0,32.61531448364258,,,,,88.0,34.37771224975586,
890,,8.200000092273286e-08,,,,,,9.99999993922529e-09,,,,,,1.0000000116860974e-07,,,,
895,,,23.14427032470703,89.0,,,,,19.57891845703125,89.0,,,,,26.077486038208008,89.0,,
899,,,,89.0,34.583492279052734,,,,,89.0,33.68021774291992,,,,,89.0,35.55680465698242,
900,,6.400000067685596e-08,,,,,,9.99999993922529e-09,,,,,,1.0000000116860974e-07,,,,
902,,,30.76738624572754,90.0,,,,,28.307676315307617,90.0,,,,,33.2235107421875,90.0,,
909,,,28.777292251586914,90.0,33.9738037109375,,,,27.11406135559082,90.0,32.82177734375,,,,30.41649627685547,90.0,34.82732009887695,
910,,6.400000067685596e-08,,,,,,9.99999993922529e-09,,,,,,1.0000000116860974e-07,,,,
916,,,26.63013038635254,91.0,,,,,25.389009475708008,91.0,,,,,28.34541893005371,91.0,,
919,,,,91.0,32.83705825805664,,,,,91.0,32.28799057006836,,,,,91.0,33.77716064453125,
920,,6.400000067685596e-08,,,,,,9.99999993922529e-09,,,,,,1.0000000116860974e-07,,,,
923,,,43.94736557006836,92.0,,,,,41.48684310913086,92.0,,,,,45.49456787109375,92.0,,
929,,,,92.0,33.080464935302736,,,,,92.0,32.72084426879883,,,,,92.0,33.74159240722656,
930,,6.400000067685596e-08,34.25848388671875,93.0,,,,9.99999993922529e-09,32.9588623046875,93.0,,,,1.0000000116860974e-07,35.729976654052734,93.0,,
937,,,35.229373931884766,93.0,,,,,32.95956039428711,93.0,,,,,36.23684310913086,93.0,,
939,,,,93.0,32.19169731140137,,,,,93.0,31.672388076782227,,,,,93.0,32.72672653198242,
940,,6.400000067685596e-08,,,,,,9.99999993922529e-09,,,,,,1.0000000116860974e-07,,,,
944,,,30.078728485107423,94.0,,,,,28.27996826171875,94.0,,,,,31.51428985595703,94.0,,
949,,,,94.0,33.207698059082034,,,,,94.0,32.369075775146484,,,,,94.0,33.77054977416992,
950,,6.400000067685596e-08,,,,,,9.99999993922529e-09,,,,,,1.0000000116860974e-07,,,,
951,,,26.0685546875,95.0,,,,,23.298782348632812,95.0,,,,,28.423097610473633,95.0,,
958,,,27.436830139160158,95.0,,,,,26.610492706298828,95.0,,,,,28.83102798461914,95.0,,
959,,,,95.0,34.378771209716795,,,,,95.0,33.53464126586914,,,,,95.0,35.01266860961914,
960,,4.6000000430979074e-08,,,,,,9.99999993922529e-09,,,,,,1.0000000116860974e-07,,,,
965,,,31.89812240600586,96.0,,,,,29.817733764648438,96.0,,,,,33.67940902709961,96.0,,
969,,,,96.0,33.43090133666992,,,,,96.0,32.66246032714844,,,,,96.0,33.965248107910156,
970,,4.6000000430979074e-08,,,,,,9.99999993922529e-09,,,,,,1.0000000116860974e-07,,,,
972,,,43.560159301757814,97.0,,,,,39.16888427734375,97.0,,,,,47.06821823120117,97.0,,
979,,,12.718855094909667,97.0,31.40592155456543,,,,11.95781135559082,97.0,30.798748016357422,,,,13.372379302978516,97.0,32.09947967529297,
980,,4.6000000430979074e-08,,,,,,9.99999993922529e-09,,,,,,1.0000000116860974e-07,,,,
986,,,32.91218910217285,98.0,,,,,31.52562141418457,98.0,,,,,35.373008728027344,98.0,,
989,,,,98.0,32.55480117797852,,,,,98.0,32.01287078857422,,,,,98.0,33.52723693847656,
990,,4.6000000430979074e-08,,,,,,9.99999993922529e-09,,,,,,1.0000000116860974e-07,,,,
993,,,34.408390808105466,99.0,,,,,32.151161193847656,99.0,,,,,35.575538635253906,99.0,,
999,,,,99.0,32.16762351989746,,,,,99.0,31.581851959228516,,,,,99.0,32.769989013671875,
1000,,4.6000000430979074e-08,35.03891143798828,100.0,,,,9.99999993922529e-09,34.378570556640625,100.0,,,,1.0000000116860974e-07,35.76826095581055,100.0,,
1007,,,37.08691635131836,100.0,,,,,34.699058532714844,100.0,,,,,38.989166259765625,100.0,,
1009,,,,100.0,33.46710739135742,,,,,100.0,32.61597442626953,,,,,100.0,34.631591796875,
1010,,4.6000000430979074e-08,,,,,,9.99999993922529e-09,,,,,,1.0000000116860974e-07,,,,
1014,,,23.767191314697264,101.0,,,,,21.141281127929688,101.0,,,,,26.436214447021484,101.0,,
1019,,,,101.0,34.019239807128905,,,,,101.0,33.507694244384766,,,,,101.0,34.88203048706055,
1020,,4.6000000430979074e-08,,,,,,9.99999993922529e-09,,,,,,1.0000000116860974e-07,,,,
1021,,,28.22087287902832,102.0,,,,,26.933597564697266,102.0,,,,,29.3144588470459,102.0,,
1028,,,27.894013977050783,102.0,,,,,27.039287567138672,102.0,,,,,29.050556182861328,102.0,,
1029,,,,102.0,32.98482437133789,,,,,102.0,32.01597595214844,,,,,102.0,33.72489547729492,
1030,,4.6000000430979074e-08,,,,,,9.99999993922529e-09,,,,,,1.0000000116860974e-07,,,,
1035,,,21.56665458679199,103.0,,,,,20.03864097595215,103.0,,,,,23.063457489013672,103.0,,
1039,,,,103.0,32.51247978210449,,,,,103.0,31.71183204650879,,,,,103.0,33.55691146850586,
1040,,4.6000000430979074e-08,,,,,,9.99999993922529e-09,,,,,,1.0000000116860974e-07,,,,
1042,,,33.808998107910156,104.0,,,,,29.69994354248047,104.0,,,,,36.57087707519531,104.0,,
1049,,,19.73216896057129,104.0,35.45233154296875,,,,18.74062156677246,104.0,34.50516891479492,,,,20.896024703979492,104.0,36.26267623901367,
1050,,4.6000000430979074e-08,,,,,,9.99999993922529e-09,,,,,,1.0000000116860974e-07,,,,
1056,,,25.169667434692382,105.0,,,,,22.986610412597656,105.0,,,,,28.51673698425293,105.0,,
1059,,,,105.0,33.84307327270508,,,,,105.0,33.06657791137695,,,,,105.0,34.683509826660156,
1060,,4.6000000430979074e-08,,,,,,9.99999993922529e-09,,,,,,1.0000000116860974e-07,,,,
1063,,,43.7668212890625,106.0,,,,,38.84552001953125,106.0,,,,,47.612945556640625,106.0,,
1069,,,,106.0,32.323390579223634,,,,,106.0,31.704744338989258,,,,,106.0,32.87501907348633,
1070,,4.6000000430979074e-08,16.806856536865233,107.0,,,,9.99999993922529e-09,14.990367889404297,107.0,,,,1.0000000116860974e-07,18.439727783203125,107.0,,
1077,,,18.095901107788087,107.0,,,,,16.945796966552734,107.0,,,,,19.781875610351562,107.0,,
1079,,,,107.0,33.221510314941405,,,,,107.0,32.657108306884766,,,,,107.0,33.553321838378906,
1080,,4.6000000430979074e-08,,,,,,9.99999993922529e-09,,,,,,1.0000000116860974e-07,,,,
1084,,,29.642287063598634,108.0,,,,,26.773948669433594,108.0,,,,,32.27099609375,108.0,,
1089,,,,108.0,34.568763732910156,,,,,108.0,33.70070266723633,,,,,108.0,35.074153900146484,
1090,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1091,,,25.109569931030272,109.0,,,,,22.900774002075195,109.0,,,,,27.59908676147461,109.0,,
1098,,,30.216093063354492,109.0,,,,,29.701396942138672,109.0,,,,,31.12248420715332,109.0,,
1099,,,,109.0,33.57474822998047,,,,,109.0,32.50569534301758,,,,,109.0,34.41429138183594,
1100,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1105,,,22.932005310058592,110.0,,,,,22.22982406616211,110.0,,,,,23.6625919342041,110.0,,
1109,,,,110.0,31.12234764099121,,,,,110.0,30.48890495300293,,,,,110.0,31.913755416870117,
1110,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1112,,,48.89833374023438,111.0,,,,,47.70771026611328,111.0,,,,,50.98151397705078,111.0,,
1119,,,24.70786819458008,111.0,32.12326850891113,,,,22.292612075805664,111.0,31.633943557739258,,,,26.429183959960938,111.0,32.49391174316406,
1120,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1126,,,23.105649948120117,112.0,,,,,20.744842529296875,112.0,,,,,26.79561424255371,112.0,,
1129,,,,112.0,34.152287292480466,,,,,112.0,33.33330154418945,,,,,112.0,34.82399368286133,
1130,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1133,,,22.706356048583984,113.0,,,,,21.87941551208496,113.0,,,,,24.706090927124023,113.0,,
1139,,,,113.0,34.02556381225586,,,,,113.0,33.04327392578125,,,,,113.0,34.75761032104492,
1140,,9.99999993922529e-09,32.673827743530275,114.0,,,,9.99999993922529e-09,28.465198516845703,114.0,,,,9.99999993922529e-09,35.274898529052734,114.0,,
1147,,,29.415304946899415,114.0,,,,,28.543838500976562,114.0,,,,,31.72767448425293,114.0,,
1149,,,,114.0,32.512965774536134,,,,,114.0,31.711288452148438,,,,,114.0,33.586849212646484,
1150,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1154,,,35.651781463623045,115.0,,,,,33.222755432128906,115.0,,,,,38.434932708740234,115.0,,
1159,,,,115.0,31.669587326049804,,,,,115.0,31.22884750366211,,,,,115.0,32.39072799682617,
1160,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1161,,,10.838147354125976,116.0,,,,,8.322713851928711,116.0,,,,,13.304817199707031,116.0,,
1168,,,19.993001174926757,116.0,,,,,18.101171493530273,116.0,,,,,21.09819984436035,116.0,,
1169,,,,116.0,33.56002578735352,,,,,116.0,32.97678756713867,,,,,116.0,34.20718002319336,
1170,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1175,,,34.76121520996094,117.0,,,,,32.448177337646484,117.0,,,,,35.5828971862793,117.0,,
1179,,,,117.0,32.987327575683594,,,,,117.0,32.28175354003906,,,,,117.0,34.13254165649414,
1180,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1182,,,31.391973876953124,118.0,,,,,26.891258239746094,118.0,,,,,34.19562530517578,118.0,,
1189,,,16.273857498168944,118.0,32.43848838806152,,,,15.694822311401367,118.0,31.623666763305664,,,,16.988632202148438,118.0,33.054229736328125,
1190,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1196,,,33.43164138793945,119.0,,,,,31.245502471923828,119.0,,,,,36.483482360839844,119.0,,
1199,,,,119.0,31.47835502624512,,,,,119.0,30.842100143432617,,,,,119.0,32.11412048339844,
1200,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1203,,,19.754015350341795,120.0,,,,,18.845626831054688,120.0,,,,,20.948530197143555,120.0,,
1209,,,,120.0,32.522478866577146,,,,,120.0,31.72251319885254,,,,,120.0,33.550045013427734,
1210,,9.99999993922529e-09,43.547200775146486,121.0,,,,9.99999993922529e-09,42.02355194091797,121.0,,,,9.99999993922529e-09,44.46036148071289,121.0,,
1217,,,38.30712814331055,121.0,,,,,36.426368713378906,121.0,,,,,39.46767807006836,121.0,,
1219,,,,121.0,32.369865036010744,,,,,121.0,31.92268943786621,,,,,121.0,32.732112884521484,
1220,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1224,,,32.93284873962402,122.0,,,,,30.234130859375,122.0,,,,,36.11445617675781,122.0,,
1229,,,,122.0,32.81431350708008,,,,,122.0,32.34183883666992,,,,,122.0,33.311729431152344,
1230,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1231,,,19.876114273071288,123.0,,,,,16.83327865600586,123.0,,,,,21.483360290527344,123.0,,
1238,,,20.046805953979494,123.0,,,,,18.47744369506836,123.0,,,,,21.559083938598633,123.0,,
1239,,,,123.0,34.12589111328125,,,,,123.0,33.689659118652344,,,,,123.0,34.71184539794922,
1240,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1245,,,26.813029479980468,124.0,,,,,24.710058212280273,124.0,,,,,28.168895721435547,124.0,,
1249,,,,124.0,33.62359848022461,,,,,124.0,33.24043655395508,,,,,124.0,34.22062301635742,
1250,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1252,,,34.021298217773435,125.0,,,,,32.147884368896484,125.0,,,,,36.26826095581055,125.0,,
1259,,,17.4521183013916,125.0,32.85771255493164,,,,13.274656295776367,125.0,32.28913116455078,,,,19.309112548828125,125.0,33.60497283935547,
1260,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1266,,,21.54448585510254,126.0,,,,,19.888080596923828,126.0,,,,,22.511627197265625,126.0,,
1269,,,,126.0,34.81045303344727,,,,,126.0,33.85205841064453,,,,,126.0,35.60273742675781,
1270,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1273,,,42.9848274230957,127.0,,,,,40.39742660522461,127.0,,,,,44.84496307373047,127.0,,
1279,,,,127.0,33.26340866088867,,,,,127.0,32.74781036376953,,,,,127.0,34.02143478393555,
1280,,9.99999993922529e-09,47.83037490844727,128.0,,,,9.99999993922529e-09,45.08598327636719,128.0,,,,9.99999993922529e-09,50.498565673828125,128.0,,
1287,,,29.05937805175781,128.0,,,,,27.85837745666504,128.0,,,,,29.941890716552734,128.0,,
1289,,,,128.0,31.837794876098634,,,,,128.0,31.407981872558594,,,,,128.0,32.99580001831055,
1290,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1294,,,32.600405883789065,129.0,,,,,31.037761688232422,129.0,,,,,35.292701721191406,129.0,,
1299,,,,129.0,32.093701171875,,,,,129.0,31.422683715820312,,,,,129.0,33.13358688354492,
1300,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1301,,,31.21741638183594,130.0,,,,,29.705984115600586,130.0,,,,,32.431827545166016,130.0,,
1308,,,21.291647338867186,130.0,,,,,19.294618606567383,130.0,,,,,24.074676513671875,130.0,,
1309,,,,130.0,31.369008255004882,,,,,130.0,30.64894676208496,,,,,130.0,32.037322998046875,
1310,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1315,,,27.314487075805665,131.0,,,,,25.76805877685547,131.0,,,,,29.44847869873047,131.0,,
1319,,,,131.0,32.98054428100586,,,,,131.0,32.21559524536133,,,,,131.0,34.19032669067383,
1320,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1322,,,31.227875900268554,132.0,,,,,30.369613647460938,132.0,,,,,33.957244873046875,132.0,,
1329,,,22.162599945068358,132.0,33.3082389831543,,,,19.322397232055664,132.0,32.63697814941406,,,,24.007532119750977,132.0,33.62165451049805,
1330,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1336,,,38.71842575073242,133.0,,,,,37.07855224609375,133.0,,,,,40.68436050415039,133.0,,
1339,,,,133.0,32.8941162109375,,,,,133.0,32.3303337097168,,,,,133.0,33.25114440917969,
1340,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1343,,,20.457219696044923,134.0,,,,,19.088607788085938,134.0,,,,,21.727548599243164,134.0,,
1349,,,,134.0,33.78001403808594,,,,,134.0,32.67379379272461,,,,,134.0,34.55039596557617,
1350,,9.99999993922529e-09,31.929528427124023,135.0,,,,9.99999993922529e-09,29.798879623413086,135.0,,,,9.99999993922529e-09,33.917781829833984,135.0,,
1357,,,36.494544982910156,135.0,,,,,34.789459228515625,135.0,,,,,38.6389274597168,135.0,,
1359,,,,135.0,34.96671142578125,,,,,135.0,34.25944900512695,,,,,135.0,35.32536697387695,
1360,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1364,,,27.307751083374022,136.0,,,,,26.037677764892578,136.0,,,,,28.791637420654297,136.0,,
1369,,,,136.0,34.395965576171875,,,,,136.0,33.384559631347656,,,,,136.0,34.965606689453125,
1370,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1371,,,32.452127075195314,137.0,,,,,30.365211486816406,137.0,,,,,35.35803985595703,137.0,,
1378,,,38.61007461547852,137.0,,,,,37.38739776611328,137.0,,,,,39.77406311035156,137.0,,
1379,,,,137.0,33.75963821411133,,,,,137.0,33.45718765258789,,,,,137.0,34.416259765625,
1380,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1385,,,28.41505661010742,138.0,,,,,26.691513061523438,138.0,,,,,30.34084701538086,138.0,,
1389,,,,138.0,33.71894912719726,,,,,138.0,33.14672088623047,,,,,138.0,34.307952880859375,
1390,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1392,,,44.55351333618164,139.0,,,,,43.37284469604492,139.0,,,,,46.38922882080078,139.0,,
1399,,,28.062322998046874,139.0,33.063276290893555,,,,26.7664852142334,139.0,31.97251319885254,,,,29.713668823242188,139.0,34.04901885986328,
1400,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1406,,,35.31239051818848,140.0,,,,,31.9636287689209,140.0,,,,,37.91553497314453,140.0,,
1409,,,,140.0,32.626363372802736,,,,,140.0,32.12538146972656,,,,,140.0,33.08249282836914,
1410,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1413,,,28.43366050720215,141.0,,,,,26.165630340576172,141.0,,,,,29.74155616760254,141.0,,
1419,,,,141.0,33.57400283813477,,,,,141.0,33.18927001953125,,,,,141.0,34.37868118286133,
1420,,9.99999993922529e-09,21.48084373474121,142.0,,,,9.99999993922529e-09,19.96388816833496,142.0,,,,9.99999993922529e-09,22.088825225830078,142.0,,
1427,,,25.192386627197266,142.0,,,,,23.175752639770508,142.0,,,,,26.888931274414062,142.0,,
1429,,,,142.0,31.018627548217772,,,,,142.0,30.684045791625977,,,,,142.0,31.686302185058594,
1430,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1434,,,39.63225173950195,143.0,,,,,35.82672119140625,143.0,,,,,41.109619140625,143.0,,
1439,,,,143.0,33.03387451171875,,,,,143.0,32.434322357177734,,,,,143.0,33.61902618408203,
1440,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1441,,,31.985604095458985,144.0,,,,,30.688232421875,144.0,,,,,33.17265319824219,144.0,,
1448,,,28.088248443603515,144.0,,,,,22.71049690246582,144.0,,,,,32.55384063720703,144.0,,
1449,,,,144.0,34.474219512939456,,,,,144.0,33.34990692138672,,,,,144.0,35.29988098144531,
1450,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1455,,,21.2744197845459,145.0,,,,,19.607038497924805,145.0,,,,,22.087779998779297,145.0,,
1459,,,,145.0,34.298387908935545,,,,,145.0,33.54030227661133,,,,,145.0,34.909122467041016,
1460,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1462,,,49.56958084106445,146.0,,,,,48.245025634765625,146.0,,,,,50.83464431762695,146.0,,
1469,,,18.059627723693847,146.0,34.974640655517575,,,,15.673678398132324,146.0,34.3622932434082,,,,19.398977279663086,146.0,35.550071716308594,
1470,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1476,,,30.314318466186524,147.0,,,,,29.13317108154297,147.0,,,,,31.607995986938477,147.0,,
1479,,,,147.0,35.149514770507814,,,,,147.0,34.20356369018555,,,,,147.0,36.31486892700195,
1480,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1483,,,17.782303237915038,148.0,,,,,16.184053421020508,148.0,,,,,19.433082580566406,148.0,,
1489,,,,148.0,34.78966445922852,,,,,148.0,34.06694412231445,,,,,148.0,35.58003234863281,
1490,,9.99999993922529e-09,35.09559783935547,149.0,,,,9.99999993922529e-09,33.83261489868164,149.0,,,,9.99999993922529e-09,36.04478073120117,149.0,,
1497,,,28.376023483276366,149.0,,,,,27.170799255371094,149.0,,,,,29.469379425048828,149.0,,
1499,,,,149.0,32.989079284667966,,,,,149.0,32.082096099853516,,,,,149.0,34.105499267578125,
1500,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1504,,,16.959484481811522,150.0,,,,,14.263612747192383,150.0,,,,,20.711376190185547,150.0,,
1509,,,,150.0,34.44766845703125,,,,,150.0,33.88959884643555,,,,,150.0,35.19620895385742,
1510,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1511,,,29.098129653930663,151.0,,,,,26.614990234375,151.0,,,,,32.205413818359375,151.0,,
1518,,,32.17113838195801,151.0,,,,,30.301481246948242,151.0,,,,,33.401611328125,151.0,,
1519,,,,151.0,33.93405609130859,,,,,151.0,33.125667572021484,,,,,151.0,34.65607452392578,
1520,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1525,,,32.75432434082031,152.0,,,,,30.07635498046875,152.0,,,,,34.47057342529297,152.0,,
1529,,,,152.0,33.908729553222656,,,,,152.0,32.979183197021484,,,,,152.0,34.45850372314453,
1530,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1532,,,46.28178176879883,153.0,,,,,45.354408264160156,153.0,,,,,47.31021499633789,153.0,,
1539,,,18.685043334960938,153.0,34.80866928100586,,,,17.41583251953125,153.0,33.51940155029297,,,,20.030961990356445,153.0,35.77613830566406,
1540,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1546,,,26.01911735534668,154.0,,,,,23.19650650024414,154.0,,,,,28.710548400878906,154.0,,
1549,,,,154.0,33.39686279296875,,,,,154.0,32.45881271362305,,,,,154.0,34.078006744384766,
1550,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1553,,,24.032603073120118,155.0,,,,,22.360794067382812,155.0,,,,,25.849571228027344,155.0,,
1559,,,,155.0,33.776580047607425,,,,,155.0,32.69757843017578,,,,,155.0,34.8275146484375,
1560,,9.99999993922529e-09,22.009104919433593,156.0,,,,9.99999993922529e-09,20.763248443603516,156.0,,,,9.99999993922529e-09,24.214040756225586,156.0,,
1567,,,27.072488403320314,156.0,,,,,25.364303588867188,156.0,,,,,29.848722457885742,156.0,,
1569,,,,156.0,33.73537139892578,,,,,156.0,32.94944381713867,,,,,156.0,34.601966857910156,
1570,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1574,,,27.171816635131837,157.0,,,,,24.481849670410156,157.0,,,,,29.681686401367188,157.0,,
1579,,,,157.0,34.11356201171875,,,,,157.0,33.32115173339844,,,,,157.0,34.71001434326172,
1580,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1581,,,14.796559906005859,158.0,,,,,12.985458374023438,158.0,,,,,17.151229858398438,158.0,,
1588,,,29.991043853759766,158.0,,,,,26.913698196411133,158.0,,,,,32.290077209472656,158.0,,
1589,,,,158.0,33.07392959594726,,,,,158.0,32.26853942871094,,,,,158.0,33.87039566040039,
1590,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1595,,,34.21158905029297,159.0,,,,,30.573387145996094,159.0,,,,,37.03546142578125,159.0,,
1599,,,,159.0,32.990379333496094,,,,,159.0,31.875354766845703,,,,,159.0,33.87618637084961,
1600,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1602,,,39.39768676757812,160.0,,,,,37.72089385986328,160.0,,,,,40.810211181640625,160.0,,
1609,,,17.79500961303711,160.0,34.34097595214844,,,,16.15597915649414,160.0,33.22793960571289,,,,19.258472442626953,160.0,35.37248992919922,
1610,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1616,,,24.07707862854004,161.0,,,,,22.16345977783203,161.0,,,,,27.088308334350586,161.0,,
