,hp_metric,lr-Adam,train_loss,epoch,validation_loss,test_loss,hp_metric,lr-Adam,train_loss,epoch,validation_loss,test_loss,hp_metric,lr-Adam,train_loss,epoch,validation_loss,test_loss
,mean,mean,mean,mean,mean,mean,min,min,min,min,min,min,max,max,max,max,max,max
step,,,,,,,,,,,,,,,,,,
0,-1.0,0.0010000000474974513,,,,,-1.0,0.0010000000474974513,,,,,-1.0,0.0010000000474974513,,,,
1619,,,,161.0,33.983279418945315,,,,,161.0,32.96965408325195,,,,,161.0,34.699066162109375,
1620,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1623,,,37.875555419921874,162.0,,,,,36.468284606933594,162.0,,,,,39.213279724121094,162.0,,
1629,,,,162.0,35.029154205322264,,,,,162.0,33.60407257080078,,,,,162.0,36.527976989746094,
1630,,9.99999993922529e-09,42.313150787353514,163.0,,,,9.99999993922529e-09,40.35066223144531,163.0,,,,9.99999993922529e-09,44.919776916503906,163.0,,
1637,,,29.648317337036133,163.0,,,,,27.686641693115234,163.0,,,,,33.27351760864258,163.0,,
1639,,,,163.0,33.36467971801758,,,,,163.0,32.698246002197266,,,,,163.0,34.647823333740234,
1640,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1644,,,36.50937118530273,164.0,,,,,35.327362060546875,164.0,,,,,37.398658752441406,164.0,,
1649,,,,164.0,33.35008087158203,,,,,164.0,32.48448944091797,,,,,164.0,34.047889709472656,
1650,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1651,,,19.197101974487303,165.0,,,,,16.243694305419922,165.0,,,,,20.54039764404297,165.0,,
1658,,,26.352021408081054,165.0,,,,,25.653121948242188,165.0,,,,,26.8751220703125,165.0,,
1659,,,,165.0,32.6826675415039,,,,,165.0,31.78237533569336,,,,,165.0,33.483680725097656,
1660,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1665,,,21.11357536315918,166.0,,,,,20.545001983642578,166.0,,,,,21.596757888793945,166.0,,
1669,,,,166.0,33.341349029541014,,,,,166.0,32.43772888183594,,,,,166.0,33.82828140258789,
1670,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1672,,,31.988855361938477,167.0,,,,,29.11341667175293,167.0,,,,,34.35392761230469,167.0,,
1679,,,16.224101638793947,167.0,34.815573120117186,,,,13.905867576599121,167.0,34.024574279785156,,,,18.62396240234375,167.0,35.45571517944336,
1680,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1686,,,31.19001235961914,168.0,,,,,29.25714874267578,168.0,,,,,32.696128845214844,168.0,,
1689,,,,168.0,33.95650863647461,,,,,168.0,32.954917907714844,,,,,168.0,34.87925720214844,
1690,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1693,,,29.98350601196289,169.0,,,,,26.428394317626953,169.0,,,,,31.397857666015625,169.0,,
1699,,,,169.0,33.11611557006836,,,,,169.0,32.42393493652344,,,,,169.0,33.41220474243164,
1700,,9.99999993922529e-09,28.069141006469728,170.0,,,,9.99999993922529e-09,22.855382919311523,170.0,,,,9.99999993922529e-09,30.516841888427734,170.0,,
1707,,,18.597403717041015,170.0,,,,,16.462718963623047,170.0,,,,,20.074159622192383,170.0,,
1709,,,,170.0,32.35768356323242,,,,,170.0,31.747570037841797,,,,,170.0,32.77970886230469,
1710,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1714,,,31.522473907470705,171.0,,,,,27.564632415771484,171.0,,,,,39.52398681640625,171.0,,
1719,,,,171.0,33.8509880065918,,,,,171.0,33.27391052246094,,,,,171.0,34.36379623413086,
1720,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1721,,,17.337605285644532,172.0,,,,,16.267942428588867,172.0,,,,,19.381999969482422,172.0,,
1728,,,17.48876838684082,172.0,,,,,16.02899932861328,172.0,,,,,18.768733978271484,172.0,,
1729,,,,172.0,33.25343780517578,,,,,172.0,32.54245376586914,,,,,172.0,33.85730743408203,
1730,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1735,,,23.94575080871582,173.0,,,,,21.62371826171875,173.0,,,,,27.99613380432129,173.0,,
1739,,,,173.0,33.36852874755859,,,,,173.0,32.53594970703125,,,,,173.0,34.548946380615234,
1740,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1742,,,49.78098068237305,174.0,,,,,46.738136291503906,174.0,,,,,51.00888442993164,174.0,,
1749,,,17.51819725036621,174.0,32.77350616455078,,,,16.69725799560547,174.0,32.14496994018555,,,,18.155309677124023,174.0,33.78107452392578,
1750,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1756,,,44.208937072753905,175.0,,,,,41.7906494140625,175.0,,,,,46.3122444152832,175.0,,
1759,,,,175.0,33.15492401123047,,,,,175.0,32.32847595214844,,,,,175.0,34.08835220336914,
1760,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1763,,,18.320166015625,176.0,,,,,16.920278549194336,176.0,,,,,20.46116065979004,176.0,,
1769,,,,176.0,32.74013404846191,,,,,176.0,31.883508682250977,,,,,176.0,33.64101791381836,
1770,,9.99999993922529e-09,52.64132080078125,177.0,,,,9.99999993922529e-09,50.2315673828125,177.0,,,,9.99999993922529e-09,55.74156951904297,177.0,,
1777,,,32.95425567626953,177.0,,,,,30.595840454101562,177.0,,,,,35.08625030517578,177.0,,
1779,,,,177.0,34.70224533081055,,,,,177.0,33.7568359375,,,,,177.0,36.132991790771484,
1780,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1784,,,21.81276092529297,178.0,,,,,18.832826614379883,178.0,,,,,23.519840240478516,178.0,,
1789,,,,178.0,33.81938247680664,,,,,178.0,32.79344177246094,,,,,178.0,34.531211853027344,
1790,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1791,,,32.334590148925784,179.0,,,,,30.83001708984375,179.0,,,,,35.45063018798828,179.0,,
1798,,,22.563605499267577,179.0,,,,,21.876903533935547,179.0,,,,,23.640058517456055,179.0,,
1799,,,,179.0,32.85302581787109,,,,,179.0,32.30684280395508,,,,,179.0,33.552860260009766,
1800,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1805,,,28.192497634887694,180.0,,,,,26.302581787109375,180.0,,,,,30.154882431030273,180.0,,
1809,,,,180.0,33.28187103271485,,,,,180.0,32.33012008666992,,,,,180.0,34.1157341003418,
1810,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1812,,,37.027130889892575,181.0,,,,,35.7509651184082,181.0,,,,,38.89836883544922,181.0,,
1819,,,17.35550594329834,181.0,31.98438949584961,,,,14.376526832580566,181.0,31.31071662902832,,,,19.219751358032227,181.0,34.02858352661133,
1820,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1826,,,26.447882843017577,182.0,,,,,25.835535049438477,182.0,,,,,27.124771118164062,182.0,,
1829,,,,182.0,32.49687232971191,,,,,182.0,31.977441787719727,,,,,182.0,32.90485382080078,
1830,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1833,,,27.300676345825195,183.0,,,,,25.87649917602539,183.0,,,,,29.158485412597656,183.0,,
1839,,,,183.0,33.38859405517578,,,,,183.0,32.507774353027344,,,,,183.0,34.554351806640625,
1840,,9.99999993922529e-09,49.43894882202149,184.0,,,,9.99999993922529e-09,44.17203903198242,184.0,,,,9.99999993922529e-09,51.45426559448242,184.0,,
1847,,,29.620368576049806,184.0,,,,,28.209827423095703,184.0,,,,,31.37325096130371,184.0,,
1849,,,,184.0,35.30507583618164,,,,,184.0,34.24489974975586,,,,,184.0,36.676815032958984,
1850,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1854,,,23.202433395385743,185.0,,,,,21.32063865661621,185.0,,,,,25.157766342163086,185.0,,
1859,,,,185.0,33.976478576660156,,,,,185.0,33.282691955566406,,,,,185.0,34.54457092285156,
1860,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1861,,,25.74366683959961,186.0,,,,,22.81791114807129,186.0,,,,,28.341716766357422,186.0,,
1868,,,35.3854263305664,186.0,,,,,32.698944091796875,186.0,,,,,37.401451110839844,186.0,,
1869,,,,186.0,34.144284057617185,,,,,186.0,33.54651641845703,,,,,186.0,34.78413772583008,
1870,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1875,,,28.511009979248048,187.0,,,,,26.079383850097656,187.0,,,,,29.7616024017334,187.0,,
1879,,,,187.0,33.5325210571289,,,,,187.0,32.55158615112305,,,,,187.0,34.21759796142578,
1880,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1882,,,55.65131454467773,188.0,,,,,52.96710968017578,188.0,,,,,58.0754508972168,188.0,,
1889,,,14.31192569732666,188.0,33.44708404541016,,,,12.79693603515625,188.0,32.71714401245117,,,,15.307605743408203,188.0,35.55434036254883,
1890,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1896,,,32.00471496582031,189.0,,,,,30.30255699157715,189.0,,,,,33.25996017456055,189.0,,
1899,,,,189.0,32.673797607421875,,,,,189.0,32.14890670776367,,,,,189.0,33.512481689453125,
1900,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1903,,,37.2288215637207,190.0,,,,,34.47446060180664,190.0,,,,,39.1203498840332,190.0,,
1909,,,,190.0,33.07578048706055,,,,,190.0,32.06317901611328,,,,,190.0,33.725074768066406,
1910,,9.99999993922529e-09,34.9547233581543,191.0,,,,9.99999993922529e-09,33.326419830322266,191.0,,,,9.99999993922529e-09,36.70439147949219,191.0,,
1917,,,24.172957611083984,191.0,,,,,22.252700805664062,191.0,,,,,26.47494125366211,191.0,,
1919,,,,191.0,32.93809585571289,,,,,191.0,32.19905471801758,,,,,191.0,33.68463134765625,
1920,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1924,,,21.22557601928711,192.0,,,,,19.76271629333496,192.0,,,,,23.179645538330078,192.0,,
1929,,,,192.0,32.280049896240236,,,,,192.0,31.473955154418945,,,,,192.0,33.206905364990234,
1930,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1931,,,20.02812080383301,193.0,,,,,18.743362426757812,193.0,,,,,21.901885986328125,193.0,,
1938,,,25.21762886047363,193.0,,,,,23.76839828491211,193.0,,,,,27.541522979736328,193.0,,
1939,,,,193.0,32.4767520904541,,,,,193.0,31.95600700378418,,,,,193.0,33.12305450439453,
1940,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1945,,,25.52605209350586,194.0,,,,,24.97829818725586,194.0,,,,,26.01755714416504,194.0,,
1949,,,,194.0,31.864055633544922,,,,,194.0,31.475345611572266,,,,,194.0,32.51288986206055,
1950,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1952,,,45.294088745117186,195.0,,,,,43.30840301513672,195.0,,,,,47.83684539794922,195.0,,
1959,,,23.93507652282715,195.0,32.89741401672363,,,,20.2164249420166,195.0,31.972776412963867,,,,26.281034469604492,195.0,33.54365158081055,
1960,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1966,,,33.64949340820313,196.0,,,,,30.885623931884766,196.0,,,,,40.12873077392578,196.0,,
1969,,,,196.0,32.96425094604492,,,,,196.0,32.24864196777344,,,,,196.0,34.02756118774414,
1970,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1973,,,54.90483856201172,197.0,,,,,54.15213394165039,197.0,,,,,56.691810607910156,197.0,,
1979,,,,197.0,32.613534927368164,,,,,197.0,31.72529411315918,,,,,197.0,33.590003967285156,
1980,,9.99999993922529e-09,28.720722961425782,198.0,,,,9.99999993922529e-09,26.60455322265625,198.0,,,,9.99999993922529e-09,30.187746047973633,198.0,,
1987,,,36.15320739746094,198.0,,,,,35.295188903808594,198.0,,,,,36.677833557128906,198.0,,
1989,,,,198.0,34.10858001708984,,,,,198.0,33.24974060058594,,,,,198.0,34.8826904296875,
1990,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,,,9.99999993922529e-09,,,,
1994,,,31.099182510375975,199.0,,,,,29.880170822143555,199.0,,,,,33.24631881713867,199.0,,
1999,,,,199.0,33.14698104858398,,,,,199.0,32.332435607910156,,,,,199.0,34.29762268066406,
2000,,,,200.0,,5.828794384002686,,,,200.0,,5.50819206237793,,,,200.0,,6.06632137298584
